entry_id,verify,trace_index,file,line,line_start,line_end,duplicate,anomaly,certainty,file_group,comparison,vs_entry,vs_critical,code_preview
entry-00135,1,1,extensions/voice-call/src/webhook-security.ts,76,76,76,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"  const proto = getHeader(headers, ""x-forwarded-proto"") || ""https"";"
entry-00135,1,2,extensions/voice-call/src/webhook-security.ts,78-83,78,83,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"  const forwardedHost =
    getHeader(headers, ""x-forwarded-host"") ||
    getHeader(headers, ""x-orig"
entry-00135,1,3,extensions/voice-call/src/webhook-security.ts,95,95,95,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"  const host = forwardedHost.split("":"")[0] || forwardedHost;"
entry-00135,1,4,extensions/voice-call/src/webhook-security.ts,97,97,97,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,  return `${proto}://${host}${path}`;
entry-00135,1,5,extensions/voice-call/src/webhook-security.ts,100-102,100,102,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"function buildTwilioVerificationUrl(ctx: WebhookContext, publicUrl?: string): string {
  if (!public"
entry-00135,1,6,extensions/voice-call/src/webhook-security.ts,185,185,185,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"  const verificationUrl = buildTwilioVerificationUrl(ctx, options?.publicUrl);"
entry-00135,1,7,extensions/voice-call/src/webhook-security.ts,191,191,191,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"  const isValid = validateTwilioSignature(authToken, signature, verificationUrl, params);"
entry-00135,1,8,extensions/voice-call/src/webhook-security.ts,425,425,425,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,    const ok = validatePlivoV3Signature({
entry-00136,1,0,extensions/voice-call/src/webhook-security.ts,73,73,73,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,export function reconstructWebhookUrl(ctx: WebhookContext): string {
entry-00136,1,1,extensions/voice-call/src/webhook-security.ts,398,398,398,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,  const reconstructed = reconstructWebhookUrl(ctx);
entry-00136,1,2,extensions/voice-call/src/webhook-security.ts,399,399,399,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,  let verificationUrl = reconstructed;
entry-00136,1,3,extensions/voice-call/src/providers/plivo.ts,463,463,463,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,      const u = new URL(reconstructWebhookUrl(ctx));
entry-00136,1,4,extensions/voice-call/src/webhook-security.ts,430,430,430,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"      url: verificationUrl,"
entry-00137,1,0,extensions/voice-call/src/runtime.ts,44-47,44,47,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,"  const allowNgrokFreeTierLoopbackBypass =
    config.tunnel?.provider === ""ngrok"" &&
    isLoopback"
entry-00137,1,1,extensions/voice-call/src/webhook-security.ts,198-199,198,199,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"  const isNgrokFreeTier =
    verificationUrl.includes("".ngrok-free.app"") || verificationUrl.include"
entry-00137,1,2,extensions/voice-call/src/webhook-security.ts,201-205,201,205,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,"  if (
    isNgrokFreeTier &&
    options?.allowNgrokFreeTierLoopbackBypass &&
    isLoopbackAddress"
entry-00140,1,0,extensions/nextcloud-talk/src/monitor.ts,81,81,81,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,"  const server = createServer(async (req: IncomingMessage, res: ServerResponse) => {"
entry-00140,1,1,extensions/nextcloud-talk/src/monitor.ts,52-61,52,61,no,before_entry,clear,entry_file,strictly_before,strictly_before,n/a,"  return {
    messageId: String(payload.object.id),
    roomToken: payload.target.id,
    roomName:"
entry-00140,1,2,extensions/nextcloud-talk/src/inbound.ts,79,79,79,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,  const senderName = message.senderName;
entry-00140,1,3,extensions/nextcloud-talk/src/inbound.ts,158-162,158,162,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,"      const dmAllowed = resolveNextcloudTalkAllowlistMatch({
        allowFrom: effectiveAllowFrom,
"
entry-00140,1,4,extensions/nextcloud-talk/src/policy.ts,29-33,29,33,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"export function resolveNextcloudTalkAllowlistMatch(params: {
  allowFrom: Array<string | number> | u"
entry-00140,1,5,extensions/nextcloud-talk/src/policy.ts,45-48,45,48,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,"  const senderName = params.senderName ? normalizeAllowEntry(params.senderName) : """";
  if (senderNa"
entry-00141,1,0,extensions/nextcloud-talk/src/inbound.ts,57,57,57,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,export async function handleNextcloudTalkInbound(params: {
entry-00141,1,1,extensions/nextcloud-talk/src/inbound.ts,140,140,140,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,  if (isGroup) {
entry-00141,1,2,extensions/nextcloud-talk/src/inbound.ts,141-147,141,147,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,"    const groupAllow = resolveNextcloudTalkGroupAllow({
      groupPolicy,
      outerAllowFrom: eff"
entry-00141,1,3,extensions/nextcloud-talk/src/policy.ts,130-136,130,136,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"export function resolveNextcloudTalkGroupAllow(params: {
  groupPolicy: GroupPolicy;
  outerAllowFro"
entry-00141,1,4,extensions/nextcloud-talk/src/policy.ts,150-154,150,154,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,"  const outerMatch = resolveNextcloudTalkAllowlistMatch({
    allowFrom: params.outerAllowFrom,
    "
entry-00142,1,0,extensions/twitch/src/monitor.ts,227,227,227,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,    const access = checkTwitchAccessControl({
entry-00142,1,1,extensions/twitch/src/access-control.ts,51,51,51,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,  if (account.allowFrom && account.allowFrom.length > 0) {
entry-00142,1,2,extensions/twitch/src/access-control.ts,62,62,62,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,    if (allowFrom.includes(senderId)) {
entry-00142,1,3,extensions/twitch/src/access-control.ts,68,68,68,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,    }
entry-00142,1,4,extensions/twitch/src/access-control.ts,71,71,71,no,after_critical,clear,critical_file,strictly_after,n/a,strictly_after,  if (account.allowedRoles && account.allowedRoles.length > 0) {
entry-00142,1,5,extensions/twitch/src/access-control.ts,102,102,102,no,after_critical,clear,critical_file,strictly_after,n/a,strictly_after,  return {
entry-00142,1,6,extensions/twitch/src/monitor.ts,233,233,233,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,    if (!access.allowed) {
entry-00142,1,7,extensions/twitch/src/monitor.ts,240,240,240,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,    void processTwitchMessage({
entry-00142,1,8,extensions/twitch/src/monitor.ts,107,107,107,no,before_entry,clear,entry_file,strictly_before,strictly_before,n/a,  await core.channel.reply.dispatchReplyWithBufferedBlockDispatcher({
entry-00143,1,0,extensions/voice-call/src/providers/twilio.ts,239,239,239,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,"      from: params.get(""From"") || undefined,"
entry-00143,1,1,extensions/voice-call/src/webhook.ts,240,240,240,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,    const verification = this.provider.verifyWebhook(ctx);
entry-00143,1,2,extensions/voice-call/src/webhook.ts,254,254,254,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,        this.manager.processEvent(event);
entry-00143,1,3,extensions/voice-call/src/manager.ts,477,477,477,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,"        const normalized = from?.replace(/\D/g, """") || """";"
entry-00144,1,0,extensions/voice-call/src/manager.ts,463,463,463,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,  private shouldAcceptInbound(from: string | undefined): boolean {
entry-00144,1,1,extensions/voice-call/src/manager.ts,464,464,464,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"    const { inboundPolicy: policy, allowFrom } = this.config;"
entry-00144,1,2,extensions/voice-call/src/manager.ts,475,475,475,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"      case ""allowlist"":"
entry-00144,1,3,extensions/voice-call/src/manager.ts,482,482,482,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"        const status = allowed ? ""accepted"" : ""rejected"";"
entry-00144,1,4,extensions/voice-call/src/manager.ts,486,486,486,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,        return allowed;
entry-00145,1,0,extensions/voice-call/src/webhook.ts,226,226,226,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,  private async handleRequest(
entry-00145,1,1,extensions/voice-call/src/webhook.ts,266-273,266,273,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,"    const ctx: WebhookContext = {
      headers: req.headers as Record<string, string | string[] | u"
entry-00145,1,2,extensions/voice-call/src/webhook.ts,276,276,276,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,    const verification = this.provider.verifyWebhook(ctx);
entry-00145,1,3,extensions/voice-call/src/providers/telnyx.ts,84-93,84,93,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,"  verifyWebhook(ctx: WebhookContext): WebhookVerificationResult {
    if (!this.publicKey) {
      i"
entry-00146,1,0,src/gateway/server-methods/nodes.ts,365,365,365,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,"  ""node.invoke"": async ({ params, respond, context, client }) => {"
entry-00146,1,1,src/gateway/server-methods/nodes.ts,421-426,421,426,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,"      const forwardedParams = sanitizeNodeInvokeParamsForForwarding({
        command,
        rawPa"
entry-00146,1,2,src/gateway/node-invoke-sanitize.ts,13-19,13,19,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,"  if (opts.command === ""system.run"") {
    return sanitizeSystemRunParamsForForwarding({
      rawPa"
entry-00146,1,3,src/gateway/node-invoke-system-run-approval.ts,128-131,128,131,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,"  const p = obj as SystemRunParamsLike;
  const approved = p.approved === true;
  const requestedDec"
entry-00146,1,4,src/node-host/invoke.ts,515,515,515,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,  const argv = params.command.map((item) => String(item));
entry-00146,1,5,src/node-host/invoke.ts,516,516,516,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"  const rawCommand = typeof params.rawCommand === ""string"" ? params.rawCommand.trim() : """";"
entry-00146,1,6,src/node-host/invoke.ts,517,517,517,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,  const cmdText = rawCommand || formatCommand(argv);
entry-00146,1,7,src/node-host/invoke.ts,539-541,539,541,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"  if (rawCommand) {
    const allowlistEval = evaluateShellAllowlist({
      command: rawCommand,"
entry-00146,1,8,src/node-host/invoke.ts,552-553,552,553,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"    allowlistSatisfied =
      security === ""allowlist"" && analysisOk ? allowlistEval.allowlistSatis"
entry-00146,1,9,src/node-host/invoke.ts,682-687,682,687,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"  const requiresAsk = requiresExecApproval({
    ask,
    security,
    analysisOk,
    allowlistSat"
entry-00146,1,10,src/node-host/invoke.ts,723,723,723,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"  if (security === ""allowlist"" && (!analysisOk || !allowlistSatisfied) && !approvedByAsk) {"
entry-00146,1,11,src/node-host/invoke.ts,778,778,778,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,  let execArgv = argv;
entry-00146,1,12,src/node-host/invoke.ts,792-797,792,797,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,"  const result = await runCommand(
    execArgv,
    params.cwd?.trim() || undefined,
    env,
    p"
entry-00147,1,0,src/gateway/server-methods/chat.ts,451,451,451,no,before_entry,clear,entry_file,strictly_before,strictly_before,n/a,const clientInfo = client?.connect?.client;
entry-00147,1,1,src/gateway/server-methods/chat.ts,457,457,457,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,      const ctx: MsgContext = {
entry-00147,1,2,src/auto-reply/reply/commands-core.ts,53,53,53,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,"      handleApproveCommand,"
entry-00147,1,3,src/auto-reply/reply/commands-core.ts,109,109,109,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,  const allowTextCommands = shouldHandleTextCommands({
entry-00147,1,4,src/auto-reply/reply/commands-approve.ts,65,65,65,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"export const handleApproveCommand: CommandHandler = async (params, allowTextCommands) => {"
entry-00147,1,5,src/auto-reply/reply/commands-approve.ts,74,74,74,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,  if (!params.command.isAuthorizedSender) {
entry-00147,1,6,src/auto-reply/reply/commands-approve.ts,81,81,81,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,  if (!parsed.ok) {
entry-00147,1,7,src/auto-reply/reply/commands-approve.ts,85,85,85,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,  const resolvedBy = buildResolvedByLabel(params);
entry-00147,1,8,src/auto-reply/reply/commands-approve.ts,87,87,87,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,    await callGateway({
entry-00148,1,0,extensions/googlechat/src/monitor.ts,152,152,152,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"  const url = new URL(req.url ?? ""/"", ""http://localhost"");
  const path = normalizeWebhookPath(url.p"
entry-00148,1,1,extensions/googlechat/src/monitor.ts,154,154,154,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,  const targets = webhookTargets.get(path);
entry-00148,1,2,extensions/googlechat/src/monitor.ts,247,247,247,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"  const effectiveBearer = authHeaderNow.toLowerCase().startsWith(""bearer "")
    ? authHeaderNow.slic"
entry-00148,1,3,extensions/googlechat/src/monitor.ts,251,251,251,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,  let selected: WebhookTarget | undefined;
entry-00148,1,4,extensions/googlechat/src/monitor.ts,252,252,252,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,  for (const target of targets) {
entry-00148,1,5,extensions/googlechat/src/monitor.ts,255,255,255,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"    const verification = await verifyGoogleChatRequest({
      bearer: effectiveBearer,
      audien"
entry-00148,1,6,extensions/googlechat/src/monitor.ts,260,260,260,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"    if (verification.ok) {
      selected = target;
      break;
    }"
entry-00148,1,7,extensions/googlechat/src/monitor.ts,266,266,266,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"  if (!selected) {
    res.statusCode = 401;
    res.end(""unauthorized"");
    return true;
  }"
entry-00148,1,8,extensions/googlechat/src/monitor.ts,272,272,272,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,  selected.statusSink?.({ lastInboundAt: Date.now() });
entry-00149,1,0,src/slack/monitor/slash.ts,541,541,541,no,after_critical,ambiguous,both,strictly_after,overlapping,strictly_after,"      buildSlackSlashCommandMatcher(slashCommand.name),"
entry-00149,1,1,src/slack/monitor/slash.ts,184,184,184,no,before_entry,clear,both,strictly_before,strictly_before,strictly_before,"      const isDirectMessage = channelType === ""im"";"
entry-00149,1,2,src/slack/monitor/slash.ts,209,209,209,no,before_entry,ambiguous,both,strictly_before,strictly_before,strictly_after,      if (isDirectMessage) {
entry-00149,1,3,src/slack/monitor/slash.ts,210,210,210,no,before_entry,ambiguous,both,strictly_before,strictly_before,strictly_after,"        if (!ctx.dmEnabled || ctx.dmPolicy === ""disabled"") {"
entry-00149,1,4,src/slack/monitor/slash.ts,217,217,217,no,before_entry,ambiguous,both,strictly_before,strictly_before,strictly_after,"        if (ctx.dmPolicy !== ""open"") {"
entry-00149,1,5,src/slack/monitor/slash.ts,326,326,326,no,before_entry,ambiguous,both,strictly_before,strictly_before,strictly_after,        commandAuthorized = resolveCommandAuthorizedFromAuthorizers({
entry-00149,1,6,src/slack/monitor/slash.ts,433,433,433,no,before_entry,ambiguous,both,strictly_before,strictly_before,strictly_after,"        CommandAuthorized: commandAuthorized,"
entry-00149,1,7,src/slack/monitor/slash.ts,207,207,207,no,before_entry,ambiguous,both,strictly_before,strictly_before,overlapping,      let commandAuthorized = true;
entry-00150,1,0,nemo/collections/multimodal/speech_llm/modules/common/audio_text_generation_utils.py,167,167,167,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"    torch.distributed.broadcast(array_size, src, model_parallel_group)"
entry-00150,1,1,nemo/collections/multimodal/speech_llm/modules/common/audio_text_generation_utils.py,169,169,169,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"    string_tensor = torch.empty(array_size[0], dtype=torch.int8, device=torch.cuda.current_device())"
entry-00150,1,2,nemo/collections/multimodal/speech_llm/modules/common/audio_text_generation_utils.py,171,171,171,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,    bytes = string_tensor.cpu().numpy().tobytes()
entry-00150,1,3,nemo/collections/multimodal/speech_llm/modules/common/audio_text_generation_utils.py,172,172,172,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,    end_strings = pickle.loads(bytes)
entry-00151,1,0,nemo/collections/multimodal/speech_llm/modules/common/audio_text_generation_utils.py,181,181,181,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"        torch.distributed.broadcast(array_size, src, model_parallel_group)"
entry-00151,1,1,nemo/collections/multimodal/speech_llm/modules/common/audio_text_generation_utils.py,184,184,184,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        bytes = context_idx_tensor.cpu().numpy().tobytes()
entry-00151,1,2,nemo/collections/multimodal/speech_llm/modules/common/audio_text_generation_utils.py,185,185,185,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,        context_start_idx = pickle.loads(bytes)
entry-00152,1,0,nemo/collections/speechlm/utils/text_generation/audio_text_generation_utils.py,190,190,190,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"    torch.distributed.broadcast(string_tensor, src, model_parallel_group)"
entry-00152,1,1,nemo/collections/speechlm/utils/text_generation/audio_text_generation_utils.py,191,191,191,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,    bytes = string_tensor.cpu().numpy().tobytes()
entry-00152,1,2,nemo/collections/speechlm/utils/text_generation/audio_text_generation_utils.py,192,192,192,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,    end_strings = pickle.loads(bytes)
entry-00153,1,0,nemo/collections/speechlm/utils/text_generation/audio_text_generation_utils.py,203,203,203,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"        torch.distributed.broadcast(context_idx_tensor, src, model_parallel_group)"
entry-00153,1,1,nemo/collections/speechlm/utils/text_generation/audio_text_generation_utils.py,204,204,204,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        bytes = context_idx_tensor.cpu().numpy().tobytes()
entry-00153,1,2,nemo/collections/speechlm/utils/text_generation/audio_text_generation_utils.py,205,205,205,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,        context_start_idx = pickle.loads(bytes)
entry-00154,1,0,nemo/export/tensorrt_llm.py,1671,1671,1671,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"            pt_path = Path(os.path.join(self.model_dir, 'prompt_tables.pkl'))"
entry-00154,1,1,nemo/export/tensorrt_llm.py,1673,1673,1673,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"                with open(pt_path, 'rb') as f:"
entry-00154,1,2,nemo/export/tensorrt_llm.py,1674,1674,1674,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,                    self.ptuning_tables = pickle.load(f)
entry-00155,1,0,nemo/export/trt_llm/nemo_ckpt_loader/nemo_file.py,59,59,59,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"    if isinstance(val, torch.Tensor):"
entry-00155,1,1,nemo/export/trt_llm/nemo_ckpt_loader/nemo_file.py,63,63,63,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        val = val.detach().numpy(force=True).tobytes()
entry-00155,1,2,nemo/export/trt_llm/nemo_ckpt_loader/nemo_file.py,64,64,64,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,        return pickle.loads(val)
entry-00156,1,0,nemo/collections/llm/gpt/model/baichuan.py,107,107,107,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"    def apply(self, output_path: Path) -> Path:"
entry-00156,1,1,nemo/collections/llm/gpt/model/baichuan.py,117,117,117,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        from transformers import AutoModelForCausalLM
entry-00156,1,2,nemo/collections/llm/gpt/model/baichuan.py,119,119,119,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"        source = AutoModelForCausalLM.from_pretrained(str(self), trust_remote_code=True, torch_dtype"
entry-00157,1,0,nemo/collections/llm/gpt/model/deepseek.py,228,228,228,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"def apply(self, output_path: Path, convert_mtp: bool = False) -> Path:"
entry-00157,1,1,nemo/collections/llm/gpt/model/deepseek.py,232,232,232,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,self._verify_source()
entry-00157,1,2,nemo/collections/llm/gpt/model/deepseek.py,233,233,233,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"source = AutoModelForCausalLM.from_pretrained(str(self), trust_remote_code=True, torch_dtype='auto')"
entry-00158,1,0,src/agents/sandbox/context.ts,79,79,79,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,const browser = await ensureSandboxBrowser({
entry-00158,1,1,src/agents/sandbox/browser.ts,192,192,192,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,return await startBrowserBridgeServer({
entry-00158,1,2,src/browser/bridge-server.ts,27,27,27,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"const host = params.host ?? ""127.0.0.1"";"
entry-00158,1,3,src/browser/bridge-server.ts,46,46,46,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,const authToken = params.authToken?.trim();
entry-00158,1,4,src/browser/bridge-server.ts,68,68,68,no,after_critical,clear,critical_file,strictly_after,n/a,strictly_after,"registerBrowserRoutes(app as unknown as BrowserRouteRegistrar, ctx);"
entry-00158,1,5,src/browser/bridge-server.ts,70,70,70,no,after_critical,clear,critical_file,strictly_after,n/a,strictly_after,"const server = await new Promise<Server>((resolve, reject) => {"
entry-00159,1,0,src/browser/routes/basic.ts,7,7,7,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"export function registerBrowserBasicRoutes(app: BrowserRouteRegistrar, ctx: BrowserRouteContext) {"
entry-00159,1,1,src/browser/routes/basic.ts,12,12,12,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,      const profiles = await service.listProfiles();
entry-00159,1,2,src/browser/routes/basic.ts,13,13,13,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,      res.json({ profiles });
entry-00160,1,0,src/browser/routes/tabs.ts,6,6,6,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"  app.get(""/tabs"", async (req, res) => {"
entry-00160,1,1,src/browser/routes/tabs.ts,16,16,16,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,      const tabs = await profileCtx.listTabs();
entry-00160,1,2,src/browser/routes/tabs.ts,17,17,17,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"      res.json({ running: true, tabs });"
entry-00161,1,0,src/browser/routes/agent.act.ts,24,24,24,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"app.post(""/act"", async (req, res) => {"
entry-00161,1,1,src/browser/routes/agent.act.ts,294,294,294,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"case ""evaluate"": {"
entry-00161,1,2,src/browser/routes/agent.act.ts,305,305,305,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,const fn = toStringOrEmpty(body.fn);
entry-00161,1,3,src/browser/routes/agent.act.ts,311,311,311,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,const evalRequest: Parameters<typeof pw.evaluateViaPlaywright>[0] = {
entry-00161,1,4,src/browser/routes/agent.act.ts,321,321,321,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,const result = await pw.evaluateViaPlaywright(evalRequest);
entry-00162,1,0,src/browser/routes/agent.storage.ts,10,10,10,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"  app.get(""/cookies"", async (req, res) => {"
entry-00162,1,1,src/browser/routes/agent.storage.ts,22,22,22,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,      const result = await pw.cookiesGetViaPlaywright({
entry-00162,1,2,src/browser/routes/agent.storage.ts,26,26,26,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"      res.json({ ok: true, targetId: tab.targetId, ...result });"
entry-00163,1,0,src/agents/sandbox/context.ts,79,79,79,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,  const browser = await ensureSandboxBrowser({
entry-00163,1,1,src/agents/sandbox/browser.ts,192,192,192,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,    return await startBrowserBridgeServer({
entry-00163,1,2,src/browser/bridge-server.ts,27,27,27,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"  const host = params.host ?? ""127.0.0.1"";"
entry-00163,1,3,src/browser/bridge-server.ts,46,46,46,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,  const authToken = params.authToken?.trim();
entry-00163,1,4,src/browser/bridge-server.ts,68,68,68,no,after_critical,clear,critical_file,strictly_after,n/a,strictly_after,"  registerBrowserRoutes(app as unknown as BrowserRouteRegistrar, ctx);"
entry-00163,1,5,src/browser/bridge-server.ts,70,70,70,no,after_critical,clear,critical_file,strictly_after,n/a,strictly_after,"  const server = await new Promise<Server>((resolve, reject) => {"
entry-00164,1,0,src/browser/routes/basic.ts,7,7,7,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,export function registerBrowserBasicRoutes(...) {
entry-00164,1,1,src/browser/routes/basic.ts,12,12,12,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,      const profiles = await service.listProfiles();
