entry_id,verify,trace_index,issue_type,description
entry-00231,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00232,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00232,1,6,ambiguous_after_critical,"trace[6] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00233,1,7,ambiguous_after_critical,"trace[7] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00240,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00254,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00254,1,3,ambiguous_before_entry,"trace[3] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00255,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00255,1,3,ambiguous_before_entry,"trace[3] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00256,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00256,1,7,ambiguous_before_entry,"trace[7] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00257,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00257,1,6,ambiguous_before_entry,"trace[6] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00258,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00258,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00259,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00259,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00260,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00260,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00261,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00261,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00262,1,6,ambiguous_after_critical,"trace[6] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00264,1,6,ambiguous_after_critical,"trace[6] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00265,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00266,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00267,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00268,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00268,1,6,ambiguous_after_critical,"trace[6] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00269,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00269,1,7,ambiguous_after_critical,"trace[7] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00270,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00270,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00271,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00272,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00273,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00274,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00275,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00275,1,7,ambiguous_after_critical,"trace[7] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00277,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00277,1,7,ambiguous_after_critical,"trace[7] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00278,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00278,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00290,0,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00290,0,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00292,1,6,ambiguous_before_entry,"trace[6] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00294,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00294,1,9,ambiguous_after_critical,"trace[9] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00301,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00301,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00302,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00302,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00303,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00303,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00310,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00310,1,2,ambiguous_before_entry,"trace[2] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00315,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00317,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00317,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00318,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00320,0,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00320,0,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00321,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00321,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00322,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00322,1,7,ambiguous_after_critical,"trace[7] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00327,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00327,1,6,ambiguous_after_critical,"trace[6] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00328,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00328,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00329,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00329,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00330,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00330,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00331,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00331,1,1,ambiguous_after_critical,"trace[1] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00333,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00333,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00334,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00334,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00338,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00338,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00350,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00350,1,3,ambiguous_before_entry,"trace[3] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00351,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00351,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00355,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00355,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00355,1,6,ambiguous_after_critical,"trace[6] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00356,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00356,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00357,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00357,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00358,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00358,1,7,ambiguous_after_critical,"trace[7] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00364,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00364,1,7,ambiguous_before_entry,"trace[7] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=strictly_after"
entry-00364,1,8,ambiguous_before_entry,"trace[8] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=strictly_after"
entry-00364,1,10,ambiguous_before_entry,"trace[10] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00365,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00365,1,3,ambiguous_before_entry,"trace[3] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00370,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00371,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00372,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00373,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00376,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00376,1,7,ambiguous_after_critical,"trace[7] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00378,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00381,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00381,1,8,ambiguous_after_critical,"trace[8] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00382,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00382,1,6,ambiguous_after_critical,"trace[6] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00383,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00384,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00386,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00386,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00388,1,6,ambiguous_after_critical,"trace[6] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00390,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00390,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00394,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00394,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00395,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00395,1,3,ambiguous_before_entry,"trace[3] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00398,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00399,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00399,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00400,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00400,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00406,1,2,ambiguous_before_entry,"trace[2] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00410,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00410,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00414,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00414,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00419,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00424,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00424,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00429,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00429,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00430,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00430,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00431,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00431,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00432,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00432,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00433,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00433,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00434,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00434,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00436,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00436,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00437,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00437,1,9,ambiguous_after_critical,"trace[9] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00446,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00446,1,7,ambiguous_after_critical,"trace[7] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00450,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00450,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00451,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00451,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00459,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00459,1,9,ambiguous_after_critical,"trace[9] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00465,1,2,ambiguous_before_entry,"trace[2] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00465,1,7,ambiguous_after_critical,"trace[7] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00466,1,1,ambiguous_before_entry,"trace[1] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00466,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00467,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00467,1,7,ambiguous_after_critical,"trace[7] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00469,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00469,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00470,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00470,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00472,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00472,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00473,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00473,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00475,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00475,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00476,1,1,ambiguous_after_critical,"trace[1] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00477,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00479,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00479,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00480,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00480,1,7,ambiguous_after_critical,"trace[7] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00482,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00482,1,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00483,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00484,1,2,duplicate_desc_conflict,trace[2] 与 trace[0] 重复但 desc 不一致; first='assertBoard(req) 在路由处理器最开始处执行，其作用是确认 req.actor.type 为 board 类型，排除非 board 身份的调用方；这是路由层对本次请求实施的唯一身份检查，校验逻辑在此终止，后续代码不再对目标 agent 所属公司与调用方持有的公司列表做任何比对。' vs current='assertBoard(req) 在此处暴露的是其后本应存在的租户归属校验的结构性缺位；路由在确认 actor 类型后直接进入业务逻辑，省略了将调用方 companyIds 与目标 agent 的 companyId 做交叉核查的步骤，这一缺口使得跨租户的密钥操作请求得以无拦截地向下穿透至服务层。'
entry-00484,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00485,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00486,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00487,1,2,duplicate_desc_conflict,trace[2] 与 trace[0] 重复但 desc 不一致; first='assertBoard(req) 在进入路由处理函数后立即被调用，是从 HTTP 入口 caller 流向后续业务逻辑 callee 的第一个鉴权节点。该调用仅确认请求方 actor 的类型为 board，属于身份类型断言而非资源归属验证；路由层的权限检查止步于此，任何租户的 board 用户均可顺利通过并继续向下执行。' vs current='在调用栈此处，assertBoard(req) 是路由层仅有的权限调用，然而代码完全缺失将 req.actor.companyIds 与目标 agent 所属公司进行比对的归属校验步骤。这一缺口使任何已通过 assertBoard 类型断言的 board 用户均可跨越租户边界，是 IDOR 的直接根因——若此处存在 assertCompanyAccess 调用，后续跨租户密钥铸造将被拦截。'
entry-00487,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00488,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00489,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00489,1,4,ambiguous_after_critical,"trace[4] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00490,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00490,1,3,ambiguous_after_critical,"trace[3] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00491,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00491,1,1,ambiguous_after_critical,"trace[1] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
